text,review
"  ""There's no place like home."" Do I even need to say anymore? This classic film is iconic in every way and a family favorite in nearly every household. PLOT:Young Dorothy Gale (Judy Garland) is a farm girl living in the grey plains of Kansas with her Aunt Em (Clara Blandick) and Uncle Henry (Charles Grapewin). Even though she's a young girl, she dreams big of traveling the lands before her. However, a tornado comes along and sweeps her house up with her and Toto, her little dog, inside. The house comes down in the town of Munchkinland in the wonderful land of Oz. To find her way back home, she has to find the wizard in the Emerald City while avoiding the Wicked Witch of the West (Margaret Hamilton), who's out to get her for dropping a house on her sister. On the way, she meets a Scarecrow (Ray Bolger), a Tin Woodsman (Jack Haley), and a Cowardly Lion (Bert Lahr), who choose to accompany her on her journey to see the wizard, wanting a brain, a heart, and courage in return. It's a great plot executed brilliantly. ACTING:The performances in here were really good. Judy Garland played an innocent and iconic role as the young farm girl, Dorothy. Playing well off her and each other, Jack Haley, Ray Bolger, and Bert Lahr performed excellent, iconic roles as the Scarecrow, Tin Woodsman, and Cowardly Lion. I favored Bert Lahr out of the trio, for his performance doubled comedically as it did iconically. Margaret Hamilton also played a great part as the Wicked Witch of the West. She still seems menacing today. The other shiners would be Clara Blandick as Aunt Em, Charles Grapewin as Uncle Henry, Billie Burke as Glinda the Good Witch, Frank Morgan as The Wizard of Oz, and all of the munchkins. There really wasn't a bad performance in here. SCORE:The musical score and soundtrack for this film are iconic, memorable, and catchy to sing as well as to hear. Everybody knows a song from it, whether it's ""We're Off to See the Wizard"", ""Ding-Dong the Witch is Dead"", or even ""If I Only Had a Brain."" Everybody knows the catchy soundtrack to this film. EFFECTS:The effects were astounding back in their time and are still very colorful today. The best effect at the time would have to have been the dramatic and iconic change from sepia/grayscale to Technicolor. That was a dazzling change for people back then and is still a prominent mark in film history. The prop effects were pretty colorful, and the more digital effects (such as the fireballs and the bubbles) were pretty interesting. The effects overall back then were pretty top-notch, but they still stand as interesting to watch now. OTHER CONTENT:This film is iconic on so many levels. Everybody has either seen or heard of the Wizard of Oz, and it's a family favorite for the young children and the older adults. Comparing it to the original book, the film seems to be based only loosely on it. However, this film adaptation improved it from its book form. Everything about this film is really perfect for its time and loveable even today. OVERALL,an epic film with a brilliant plot, really good performances, catchy score and soundtrack, colorful effects, and an iconic legacy left for filmgoers everywhere.",5
"  ""The Wizard of Oz"" is a timeless, wonderful film with great special effects and makeup, memorable songs, great choreography and a fun, playful story. Whether you're young or old, it's sure to put a smile on your face and if you haven't sat down and seen it for a while, you'll be surprised at how much you enjoy it. It doesn't matter that the movie was made more than 70 years ago, it's still just as fresh as it was when it was first released. (Theatrical version on the big screen, August 22, 2012)",5
"  this movie is the BEST! except, i think they need to remake it because it is soo fake!",4
  Just love this movie.,4
  I love this movie I watched every night when I was little and I can never get tired of this amazing movie so you should go see it today and enjoy it with family and friends or just By yourself,5
"  Having just read L. Frank Baum's book ""The Wonderful Wizard of Oz"" and subsequently watching the classic 1939 MGM film, I thought I'd do a review of the movie.First of all, let me say that I thoroughly enjoyed Baum's book and I can see why it is a classic and the source of so many adaptations. That said, the 1939 film really takes this source material to a new level. The problem with Baum's book is that it is a series of episodes that, on its own in written form weaves a magical tale. But, if one imagines the story filmed exactly as is, I believe you'd see a rather slow and, at times, cumbersome film. The writers and filmmakers of ""The Wizard of Oz"" take the best of Baum's original work and create a narrative that has drama and intrigue.Whereas in the book the Wicked Witch of the West really only appears in a few chapters and is really only a threat to the Wizard, the movie creates a real enemy for not only the people of Oz, but for Dorothy and Company. She appears throughout the film constantly watching and trying to foil Dorothy's attempt to get to the Wizard. One of the best examples of a change from the book is that it's the Wicked Witch who casts a spell on the poppies to make Dorothy and the Lion fall asleep. Glinda, who's also monitoring the situation, gives them a little help, allowing them to escape. In the book, Dorothy and the Lion fall asleep because that's what poppies do and they end up getting rescued by a bunch of field mice. While its fun to read about the field mice, in a film situation, it is much more compelling to see this little bout between good versus evil.Another big change that the film makes from the book is connecting Kansas to Oz. Several of the characters Dorothy meets are based on the people in her life. She is protected in Oz by the same people who help protect her as farm hands on Uncle Henry's and Auntie Em's farm. And, moreso, she is threatened by somebody who suspiciously looks like the Wicked Witch of the West. It's a brilliant storytelling device.Finally, one cannot fail to mention all the classic music involved. ""Somewhere Over The Rainbow"" is not only one of the most memorable songs of not only the film, but of all time. The songs are very much characters in the film that also help move the story along in a way that is fun and capture the spirit of Oz.I've always loved this film, but, after having read the book, it really makes me appreciate the film in a much greater way than I have before.",5
  Classical and timeless to all ages. The Wizard of Oz tells a reflecting story and their visual works is masterpiece and ground breaking at their own time.,4
  Why isn't this 100 percent?,0
"  This film is one of the most quintessential classics of cinema. Chances are that you've seen it aired every Thanksgiving, or you've seen clips of it all over the place, of you've heard the songs sung and resung, or you've seen parodies. The Wizard of Oz has become so ingrained in American culture that the film, its scenes, its characters, its music, its dialogue, and just about everything is instantly recognizable and endearing.To be perfectly honest, this is a really short and silly film. The comedy, especially with so many silly lines, is still hilarious to this day. There is peril and adventure in short bursts, and such scenes have become seriously iconic. Frequently catchy musical numbers add to the overall whimsey of the picture. There's hardly a dull moment in this film, and most moments are memorable and fun.The story is a short and simple affair. It takes a stretch to believe something this fantastic, but the film plays things so straight that it successfully immerses the audience. Characters aren't terribly deep or fleshed-out, but they stand out really well. In the end, it's the themes that count. On one hand, it's a fundamental fantasy adventure: the classic there-and-back-again tale, in which the characters embark on their journey and come back stronger and wiser. With the film's ending, such themes are made even stronger, when it's revealed that it may have all been in Dorothy's dream. The big reveal for the actual wizard of Oz is also a thematically strong moment, as it underscores a key theme regarding magic and imagination; it's a theme that not only extends to the characters of the story, but also reaches beyond the screen and demonstrates movie-making magic on a fundamental level. If there's any thematic weakness, it's purely in the very very end, when Dorothy concludes that it's much better to stay at home than it is to have an adventure (she almost makes it sound like she'll be a recluse from then on, which kinda defeats the purpose of everything, in my opinion).This film is well-filmed with steady and solid photography. It's most distinctive for utilizing both black-and-white and color photography together, to create a stark contrast between reality and fantasy. Acting is extremely goofy and over-the-top, but it all works for the film's benefit. It's always a hoot to watch Margaret Hamilton as the iconic villain, while Judy Garland and the rest of the cast provide much zeal and spirit to their roles. Writing is pretty silly, but it builds the story really well and features some very memorable lines. This production uses some rather limited sets, props, and costumes, many of which are outlandish and very fake-looking, but provide enough of an illusion to craft a vibrant spectacle with limited resources. Music is catchy and memorable.This movie is a must-see, if for no other reason than for its prestige and popularity throughout the decades. Highly recommended!4.5/5 (Entertainment: Very Good | Story: Good | Film: Very Good)",4
  Wow I seen this movie before. And I like it because it has more action in it,0
"  A flawless masterpiece, A perfect tale and and incredible adaptation for every ages. Timeless.",5
"  of COURSE this is 5*... just because of the sentemental value of it. i couldnt get enough of the Oz movies as a young kid, i have to watch them again and i can cuz they're on sky atm :D",5
  really good fiml worth seeing bring the story of the world of oz together,5
  Watched it at least 8 times and I can't get enough. Movie is epic!,5
  One of the greatest movies ever!!,5
  Ironically more amusing than its highly modernized prequel (2013 movie). You just have to understand the lack of technology back then.,4
"  Epic, Magical, Cute, Charming and A Timless Classic",5
"  A spectacular pleasure. The Wizard of Oz is exactly what it intends to be: a pleasant, enjoyable,and playful romp through Oz with a colorful cast of characters.",4
"  99% Benefitting from fabulous visuals, beautiful storytelling and brilliant performances. The Wizard Of Oz is a classic that will be enjoyed by all ages!",4
"  Groundbreaking, classic, pleasurable and magical, this musical Fantasy still holds up today with spellbinding visual power and an untouchable sense of heart and joy. The costumes, effects and sets are like candy for the retinas and the actors are as appealing as possible and as for the songs, so many are memorable. Wizard of Oz not only defined the family fantasy film, it wrote much of the rulebook.",5
  Doesn't everyone want to follow the yellow brick road and get to Oz.,5
"  It's probably the quintessential fantasy film, and it's taken me until 2013 to see it? better late than never I suppose... Strong performances all round, the musical numbers are decent, and I think the film really comes alive when we actually meet The Wizard. I still maintain that Judy Garland was a very strange looking person (something about her face causes me to raise a Roger Moore-style eyebrow in puzzlement), but at least now when I watch Spaceballs the Yogurt sequence will make a bit more sense.",4
"  A classic in every sense of the word. Strange, magical, and every bit as interesting and funny today as it was when it first came out. For those who haven't seen it in years, dig it out and re-watch it, you will not regret it.",4
  Simply the BEST film ever made.,5
"  While I do not hold in such high regard as many critics and fans rightfully do, I cannot deny it special place in American cinema. Still to this day it is a treat to watch!",4
  A classic that has stood the test of time. 8/10,4
"  Yeah it is corny, but that is what makes The Wizard of Oz so great.",4
"  A timeless classic that still holds up even 70 years later, the wizard of oz is an amazing, beautiful, well crafted coming off age tale that has touched countless of people since it's release, and still continues to do so.",4
"  Move Matt here with The Wizard Of Oz. I'm doing this in honor of the recent release of Oz: The Great & Powerful (which opened Friday). No recaps here because the story is so well known. The film itself was really innovative with effects that couldn't be accomplished in 1939 without computers (like when Glinda first appears, she appears as a bubble & then dissolves). But by far the most innovative thing was the switch from Black & White to Color. The characters are perfect & The Lion, by far, remains my favorite with his lines & the way he acts all brave & then switches from brave to scared crapless at several points which makes for some good laughs. The songs are catchy & my favorite one is ""Ding Dong, The Witch Is Dead"" (which I'm currently listening to as I type this). When I see Oz next week, I'll slip in a review for that one as well. For this one, not for the skirmish but still a good film over all. It defines the term ""Classic"" & trust me, it is sjfh",5
"  A True Fantasy & Musical classic. No wonder it is a bright yellow brick road, because this film is pure gold entertainment (:",4
  Pretty entertaining actually.,4
"  One of those classic movies you grow up on and can watch a million times over. All the music in this one is amazing, especially Somewhere Over The Rainbow.I love that Kansas is made as a black and white, and bland place to live, whereas Oz is this colorful amazing place. What they did with effects for the time this was made, is simply amazing. The entire cast is amazing, but Garland is super adorable here and Hamilton's Wicked Witch is fantastic!!!The plot always makes me wonder if this was set either in her mind or maybe in Heaven, and then she came back to her body or woke up. It is a fantastic film about wishing for something more in life, but then in the end knowing what you have is the best thing you will ever need.",5
"  Thematically speaking, perhaps the most emulated film of all time - and still a joy to watch all these years later.",4
  The Wizard of Oz is a cute kids movie.,1
"  ""The Wizard of Oz"" will be a class in everyones eyes forever, bringing the light of day into the world of film and putting a smile on anyones face. As Dorothy dreams a dream that is unlike anything on earth, she creates a story that is one of the most brilliant telling in the history of film. I absolutely love this movie from start to finish. From it's clever dialogue, to it's hilarious acting, to the true heart of the story, this film surpasses any film of it's kind. Easily one of my favourites. New techniques and editing, the directors of this film (Victor Fleming and King Vidor) make it a wonder to behold! Absolutely stunning filmmaking!",6
  One of the best movies ever,5
  Best film growing up when I was a child,5
"  Coming from the great year in film of 1939 this is one of the quintessential musical, fantasy, and family films. It has some of the most famous songs around, a memorable cast including Judy Garland, and serves as a constant reminder that there's no place like home. Furthermore whenever we think villain the film's Wicked Witch is almost always ingrained in our minds. The story is adapted from the L. Frank Baum novel and it follows a young Kansas girl named Dorothy who lives on a farm with her aunt, uncle, the dog Toto, and three farm hands. When a big tornado hits, Dorothy becomes unconscious and when she wakes up she finds herself in Oz. There she encounters the good witch and the land of the Munchkins. As Dorothy begins her journey to the Great Oz to get home, she meets several unique characters. First there is a scarecrow who wants a brain, then a tin man who desires a heart, and finally a lion who aspires for courage. Together they travel to Oz and the wizard tells them they must kill the Wicked Witch of the West. Dorothy finds herself eventually in captivity but her new found friends rally to save her and inadvertently kill the Witch. When she gets back to Kansas Dorothy realizes that there is truly ""no place like home."" With iconic characters, memorable lines, and infectious songs it is easy to understand how this film became a classic. The added color does not hurt and also the special effects are not too shabby for 1939.",4
  dark side of the moon- pink floyd,5
  The quintessential childhood classic.,4
"  Full of whimsy, American iconography, and earnest weirdness. This movie kicks your dick off, bro. It really doesn't even need James Franco.",5
  Such a classic! who didnt love this movie as a kid!,4
"  If you don't like this movie, something is wrong with you.",5
  One of the greatest cinematic adventures to be put to screen! It's classic through and through!,6
  Though the visuals are groundbreaking for it's time and an average story. The unbalanced acting is what overall kills the movie.,1
"  For its clever storytelling and its pleasing visuals, this film is a classic that old and young must see.",5
  Perfection. This is film.,5
  CLASSIC MASTERPIECE!,5
  A wonderful classic. They don't make movies like this anymore. They take movies like this and remake them. They may be good but never as good as the original.,5
"  A classic, never gets old.",5
  Who doesn't like this movie? One of the best. But everyone has to see Return To Oz and Oz The Great And Powerful. That would make it a trilogy worth watching.,5
  Favorite movie ever!,5
  Childhood delight. It was thrilling knowing that I can still appreciate it as an adult,4
  i love this movie!!!!!!!!!!!!!!!!!!!!!!!!!!,5
"  There's no place like home, and there's no film like this...",5
  A timeless classic that feels new and fresh every time I watch.,4
  I'm from Kansas and cant decide if that fact alone adds or subtracts a star...,2
"  The Wizard of Oz is one of those movies that is admired in the past, but in the future it gets criticized. But in the past, it was really good. The costumes were admired in 1939 because they were realistic at the time. The story was perfect, nothing wrong with it. The characters are fun and amazing. The acting was great. The Wizard of Oz is going to get a good score for me.",4
  Timeless. I don't know how many times have watched it but it still delights. Dorothy's three companions are all equally wonderful.,4
  My definite all time favorite movie.,5
  I'm a die hard Oz fan always baby lol,5
  One of the greatest films ever made!,5
  Perhaps the most overrated film ever.,2
  it was great back in 1939 but i don't see why people like this movie so much,1
  who doesn't like the wizard of oz??,5
  Incredible film for 1930's. This must have blown minds back in the day.,4
  My short-lived childhood was forever scarred by this movie. I also plea guilty to scarring other people with this movie. It may be a classic but I hate it for personal reasons.,2
  I do believe in spooks. I do believe in spooks. I do! I do! I do! I do believe in spooks. I do believe in spooks. I do! I do! I do! I do!,5
"  Classic, classic, classic. Especially when everything turns color!",4
  I would rather watch A Good Day To Die Hard then watch this crap,2
"  ""The Wizard of Oz"" is a beautiful film that deservedly earns the name ""masterpiece."" Perhaps the most accomplished part of this movie is the fact that it was made before CGI was invented, yet it still manages to dazzle.",5
  Needed more violence and shame.,2
  oh gooooodddd one act makes me hate this.,5
"  Happy and joyous as it is, every time Judy Garland slips into that most famous of songs, my heart breaks a little more ...",5
  This is a movie that goes way back for me! A special childhood classic,4
  the great and wonderful oz and he is,5
  Yeah it's corny but that's what makes it so good.,4
"  With impressive special effects for it's time, appealing story, and timeless humor is a movie no one would regret!",4
  An all time classic that will live on for ages.,5
"  Somewhere over the rainbow...Everything under the sun is in tune....There's no place like home...But the sun is eclipsed by the moon! I cannot help myself thinking of this as just an one-part side magical-musical spectacle, so sentimental and nostalgic that proves to be Old Hollywood's most Beautiful film ever, but there will never be like Oz again; Or, oh my dear companions ,it can also be seen as second-part side of the companion of a physiological-madness of horror color, as long as seen with Pink Floyd's Greatest Musical Achievement, thy great chaos was created by public obsession, It is already a great Musical feast, Over the Rainbow can be argued by me as the greatest intro song on a film, and such massive spectacle still is golden eccentric narrative at its purest form ... and dumb of me to say, it can also be the most twisted film of all time.",5
  Loved it!!! All time classic,5
"  É surpreendente que após quase um seculo desde seu lançamento, seus efeitos visuais continuam impressionado, as canções ainda emocionam e a lição de moral permanece viva e encantando crianças e adultos.",5
  My favourite movie ever!,5
"  The book is better. The movie is still a masterpiece, however. This is a movie everyone should see. What a wonderful, groundbreaking film.",5
  Quirky songs and classic jokes.,4
  Another classoc full of memorable songs and as much stuff for kids as for adults.,5
  I love this movie so much,5
"  Ah, IMO the crowning achievement of MGMThis film taught us all that there's a child still inside us when we grow upSure we try to act our age, but deep down we are still childrenI have to say this film is one of the best and I am proud to call it one of My Fondest Childhood Memories",5
  The production design has never been equaled.,4
  What can you say about The Wizard of Oz?,5
"  Magical, innocent, fantastic! A true master piece. Judy Garland at her most glorious age!",5
  Not too many films have flying monkeys in them.,5
  First live action movie I ever saw. How can I not give this 5 stars? Classic in every sense of the word.,5
  One of my daughters favorite mivies,0
  who hasn't seen this? honestly?,5
"  My favorite Ray Bolger film, ever.",4
  A classic but Judy Garland is irritating beyond belief....,2
  It is IMPOSSIBLE to hate this movie. Still a treat!,5
  I'll get you my pretty and you're little dog too Muhahaha,5
  My favorite movie of all time!,5
  Watching this classic on Blu-ray is absolutely stunning.,5
  I love this movie its my favorite movie of all times,0
"  As yet another Oz movie is being contemplated, we need to remind ourselves how good the original film was and I think the aged production values allowed it to succeed to griping effect. This was truly another world so much different than the one we encounter today and not one that is easily replicated with today's modern film standards.",5
  Probably one of the most revolutionary films of all time. And I actually don't know what to say about it :),4
  one of the old movie good times!!! I watch it every time i see it on TV,5
  This is an instant classic! The overall direction and cinematography is amazing! There are very memorable characters and great casting especially Judy Garland as the main role as Dorothy. It is a great book adaptation by the same name. The film is magical and inventive.,5
"  In my humble opinion, the best movie ever made! They don't make em like this anymore!",5
"  I remember seeing this film when I was a child. It was aired on television about once a year between mid-winter and mid-spring. What stood out for me is just the sheer care that the movie took in presenting itself as a color film with such bright vivid colors that it almost transcends itself to an altered state kind of experience. This here is the film that ever child MUST see, it is not only a cinematic standard, but an American standard in film. It is essential to American culture as cheeseburgers, french fries, and apple pie. 5 stars hands down, a perfect film in every way.",5
"  A beautiful, timeless classic.",5
  Still a classic after all these years,4
"  Classic, always reminds me of my childhood and xmas",4
"  Grew up with a VHS copy taped from TV around Easter time...I can still tell you what commercials played during the movie ( Oshkosh, skittles, etc) I still have that copy and Will be getting the Bluray Soon. Will show this to my kids if I ever have any. A classic that will forever be in my heart ...LOVE this movie and watch it a coupe of times a year even now... Hope they dont destroy it in the 2013 version... Fingers crossed...",5
"  Since they decide to play it EVERY christmas, I now cant st",0
  not such a great kids movie kinda frighting for small children,1
  I used to watch this movie a lot as a child. I have lost count on how many times I have seen it.,4
"  Yeah, we all know this movie logically doesn't make any sense at all. But does it really matter? The answer is obviously no. The Wizard of Oz has some of the best music, best effects for the time it was made, and some of the best emotional moments ever made in history. Though countless remakes, semi-sequels, and prequels have been made, whenever version of Wizard of Oz most people remember is this one. IIt still holds up today as a cinematic classic.",5
  y does everyone make a big fuss about this movie?it's crap,2
  Dorothy Gale is swept away to a magical land in a tornado and embarks on a quest to see the Wizard who can help her return home.,5
  A classic in every sense of the word!,4
  An absolute masterpiece whose groundbreaking visuals and deft storytelling are still every bit as resonant The wizard of Oz is a must-see film for young and old,5
"  Timeless... I don't know anybody who doesn't have this film as even a small part of their childhood, and even if there is somebody in the world who doesn't, they will still find something to like in this film. 5/5",5
  I was in the play once... I was a munchkin. ...obviously I was very young.,2
  I used to watch this movie all the time! I think I like Wicked better... but you can never stray from the original!,4
  My granddaughter loves this movie I must have seen it 25 times already.,4
  Such an amazing adventure!!!! And the songs are so catchy & memorable!!,5
  It is looks very good concerning the fact that CG wasn't around then.,5
  My must fave movie of all time,5
  This is probably my favorite movie ever. Great music and performances.,5
"  How can you get any better than this? The music is timeless, and the story itself older than most of us. 73 years old, and this movie is still innocently funny.",5
"  fun film, its just a little weird watching it",4
"  Another movie my sister watched endlessly as a kid(probably more than any other movie). So I haven't watched it in years, but you can't deny the greatness of this movie. It's a classic and set the standard for its time.",5
  how does this Not get 100%?! Are you $@$@# crazy?!,5
  saw it a long time ago,5
  One of the best classics of all time!!,4
  classic for all time,5
  it is a well made movie,4
"  One of the Greatest Movies ever Made, this movie is a Timeless American Classic that is by far one of my all time favs!!",5
  luv it! did u no that in the tin mAn scene we they 1st meet him that u can see one of the munchkins hang himself?,4
"  Simply one of the most magical, funny, marvellous and timeless family films of all time.Full of archetypal characters, and scenes/sets/themes that will last forever.Amazing film.",5
  great casting and great movie. way better then the book.,0
"  When it was released, it was the Avatar of its time, but watching it now, it just seems like over-acted characters and a plot set up that is left almost entirely uncapitalized on. Maybe its just because I found Dorthy and the Cowardly Lion to be two of the most irritating characters I've ever seen.",1
  Best action movie ever,4
"  From start to the end this movie is pure, unstoppable adrenaline rush thats take no prizoners. basing whole movie on practical effects makes all the insane action more reall then in any other movie. This is 100% pure action movie that knows it and its here to deliver fun and excitment.",4
"  Bellissimo, oserei definirlo anche capolavoro nel suo genere! Miller ha diretto qualcosa di pazzesco ed è proprio la pazzia al centro del film, non a caso ""Mad Max: Fury Road"". Il tutto è perfetto, dalla fotografia alla scenografia, dai costumi e i trucchi ai veicoli, non da meno le ambientazioni e il montaggio. Tant'è che il film si è aggiudicato tanti Oscar e ha ricevuto anche altre candidature. Le scene d'azione sono girate in modo magistrale e non ci si perde nemmeno un momento di tutto quello che sta succedendo. Unico piccolissimo difetto è il fatto che alcune battute non si capivano bene per il fatto che fossero pronunciate in mezzo a tutto il caos, alla pazzia del film. Tom Hardy e Charlize Theron bravissimi ma è stato ancora più bravo Nicholas Hoult (Nux), un Figlio della Guerra che ha una bella evoluzione nel corso della pellicola. Proprio a proposito dei Figli della Guerra e di Immortan Joe, il loro capo, a me all'inizio hanno fatto abbastanza paura, mi hanno intimorito per la loro pazia e i costumi con cui si vestivano. Fantastico il fatto che durante gli inseguimenti ci fossero delle persone che suonavano i tamburi o la chitarra creando una atmosfera unica. Il film inizia da subito con l'azione e non si ferma praticamente mai, in 1h e 50m ci saranno stati soltanto 5 minuti di ""calma"". Un film PAZZO. AMMIRATEMI!",5
  I never expected to come out of Mad Max feeling so exhilarated. But DAMN! this one solid action movie. Fury Road relentlessly hammers the audience with raw brutal imagery and octane fueled action. Miller has done the unthinkable and has gone beyond expectations. Now where is our Furiousa follow up?,5
  holy shit THIS WAS THE WORST MOVIE i'VE SEEN IN AGES.,0
"  I liked this movie, but at the beginning of it, it didn't seem very well. So, my only problem with it, that it was boring at the beginning. But I really loved it and I'll watching again and again and again.Cause it really was good. The characters was amazing, story was good, CGI great.",4
  Apocalyptic pretension.,1
"  Didnt like it, too much make up and moving parts....no match for original movie, which budget was a tenth.",1
  Who could have expected this sequel to be soo good...one of the most visually and soundly epic movies.,4
"  SJW LIBTARD TRASH movie.Mad Max, who should be the GREAT WHITE MALE HERO of this movie, instead plays second fiddle to buzzcut-sporting feminist Furiosa. Furiosa is the real hero of this film and that is pure SJW LIBTARD garbage. During their fight, Max, the WHITE MALE HERO, nearly gets his head blown off twice by a one-armed Furiosa. WTF?? A man almost bested by a one-armed woman in physical combat?? That's pure, unadulterated SJW LIBTARD garbage.The main plot of this movie involves Furiosa and Max liberating Immortan Joe's wives from captivity. I guess Max is a liberal SJW libtard who doesn't believe that Immortan Joe should be able to grab their pussies or do whatever he wants to them. Well why not? Immortan Joe is the Trump-like God Emperor of this movie, after all. Mad Max is such a weak beta male cuck in this movie that at no point does he ever try to grab any of Immortan Joe's wives pussies or even Furiosa's pussy. Come on Max, those are some hot women!! Be a real man like Donald J. Trump and grab 'em!! Be a real God-fearing, conservative, religious, right-wing man and grab 'em by their pussies, Max!! What are you, one of those MGTOW homosexuals? Come to think of it, the actor playing Max is kind of short and he isn't even American for Chrissakes, so maybe Max IS one of those MGTOW homosexuals!Like I said, SJW LIBTARD TRASH movie.",0
  This is one of the best looking films I have ever seen. Plot is not complex. Max is not the start of this film. I just gave all the things people could complain about. Any other complaint should be ignored.,5
"  For me, this movie was in the category ""I haven't watched this yet, but people are saying it's really masterpiece"" I know that I needed to find time to watch it earlier... I did it yesterday using boxxy software and I regret that I didn't watch it before...When you know that everything you watch is for free and your software is for free it's the real pleasure!",5
"  I love the world Dir George Miller created, it was visually stunning for a deserted apocalyptic world that was very much dead and barren, making it hauntingly beautiful. Besides the visual aspects, the characters and dynamics of the world were intriguing and although they were other-worldy it was very much reflective of our own making this movie so much more than a typical apocalypse action film/",4
"  This Movie is Epic! everything : music, direction, acting , cinematography. Just Amazing! Charlize is BadAss, the heroine we need!",5
"  My expectations were exceptionally high going in as The Road Warrior is one of my all-time favorite movies. This movie, despite those high expectations, managed to exceed them all and still deliver. I watched it in the theater twice, both in 2D and 3D. Then I bought the DVD. I love this movie. Fantastic.",4
"  Genius choreography and cinematography fit like a puzzle piece with this films story and environment that is truly dripping with substance and style. Oh, and it's also damn awesome to watch spiky cars be torn apart by explosions, suicide bombers and George Miller's intense dedication to glorious practical effects. I like this movie a lot.",5
"  Mad Max: Fury Road is nothing short of the best action film of all time. Absolute perfection is achieved in every department - the writing, characters, design, cinematography, and absolutely everything else are all top-notch. The only fault that comes to mind with George Miller's masterpiece here is that I don't think any other action film will ever be able to top this.",5
"  10/10 With an absorbing story, great performances, and the high-octane action the franchise is known for, Mad Max: Fury Road successfully brings the series back to life.",5
"  THIS. This is an action movie. I hate action movies because the stories are often vapid. The story in Mad Max: Fury Road is meaningful, It's powerful. And it's matched only by the stunning cinematography. This movie is gorgeously shot and perfectly edited. Every action scene is natural. It isn't forced, even if there are some very choreographed scenes. It works. And considering the movement of the vehicles as these shots take place, it feels real. I'm sure there are some effects used, but the scale is epic and reminds me of the intensity of the chariot races in ""Ben-Hur."" Simply said, this movie is brilliant.",5
"  It's official; Mel Gibson is no longer Mad Max.The surprise hit of the summer was a visual spectacle that raised the bar for the summer blockbuster. George Miller, at age 70, beautifully showcased the true vision he had for the dystopian future he first put on screen 35 years ago.On the backdrop of a harsh landscape and reality, the lead character with out using much dialogue (except for grunts and groans) tries to overcome a tormented past and survive. When put like that, Mad Max: Fury Road is essentially The Revenant with much better car chases. Furiosa, played by Charlize Theron, is the real focus of the film. She was the one who carried the movie, giving us a heroine on par with the likes of Ellen Ripley from the Alien series or Sarah Conner from Terminator. The plot isn't over complicated, and the story's foundation is strong, which allows for the creative direction of the movie For example, how the movie's score blends with and often is provided by the characters on screen. Finally, the practical effects and stunt work were stunning, maybe one day they will turn Mad Max: Fury Road into a Cirque De Soleil show. I'll be first in line.",4
  My favourite movie of all time. A cinematic masterpiece,5
"  This movie is amazing! If I had to pick something I didn't like my only complaint is that I didn't want it to end! The action, the cars, the acting, the characters, the plot... excellent all the way around. I've watched it around 20 times and it still blows me away.",5
  Tremendous Action Film...Great Movie,5
  Best chase movie ever made it's up there,4
  WHat was the story about ??,0
  Great new twist on Mad Max. Loved it.,5
  Amazinginly fun movie with nonstop action. Must watch.,5
"  The second best of the Mad Max movies, behind Max Max Beyond Thunderdome (I know I'm in the minority with my rankings, but Thunderdome rocks the house!). Not only is it a great apocalypse movie, but a great car chase movie. The character development was great, and Tom Hardy does a great job replacing Mel Gibson as Mad Max. I'm at a busy stage in life where having time to watch a movie is a rare guilty pleasure, and I'll gladly take that fleeting moment to sneak a peak of Fury Road.",5
"  Easily the best action movie in some time. Stupendous action with plenty of actual stunts and stuff blowing up (really big explosions!), cleanly shot and edited for coherence. More surprisingly and in a good way, much of the film has the titular character coming across more like a supporting character in a story driven by women asserting themselves against cruel, hideous (in all senses) men and which takes them and their struggles seriously.",4
  Best action movie ever!!????,5
"  One of the best displays of filming ever to take place. The most unbelievable thing about this movie, is that nobody was seriously injured or died while on set. Everything is real, and not enhanced through the use of computers. Acting is top notch (Charlize Theron). Tom Hardy does not speak too much throughout the movie, but his quietness is able to speak volumes for how fantastic of a movie this is.",5
"  Appalling film - CGi and nothing else, dreadfulsound, CGI and basically everything apart form C Therons acting ability through this CRAP! Shold not have wasted the money, PLEASE PLEASE STOP MAKING THIS RUBBISH.",0
  I forced myself to sit through this awful movie. It redeemed itself with some good visuals at times.,1
  Rarely are remakes better than the first but Fury Road captured all the good of the original Mad Max lore without the slow nature of the first. One of my favorite movies of all time.,5
"  what a very silly film. Great fun to watch though. I can never get over the invincibility of the main protaginists (despite some death along the way), and the ending was a bit twee. However, the action was superb, and the guitar wagon was a great touch.",4
"  Mad Max: Fury Road-The name of the film is Fury Road. It was directed by George Miller and themain characters are Mad Max who is played by Tom Hardy, Furiosa who isplayed by Charlize Theron and Nux who is played by Nicholas Hoult.-Years after the collapse of civilization, the tyrannical Immortan Joe enslavesapocalypse survivors inside the desert fortress called the Citadel. When thewarrior Imperator Furiosa leads the despot's five wives in a daring escape, sheforges an alliance with Max, a loner and former captive. Fortified in themassive, armored truck the War Rig, they try to outrun the ruthless warlord andhis henchmen in a deadly high-speed chase through the Wasteland.-The plot seems to be absorbing.-The special effects are outstanding and stunning.-The photography is really incredible and impressive.-The acting performance is spectacular, believable and powerful.-The writting script is thought-provoking, compelling and moving.-I find this film absolutely fascinating and compelling. If you haven't seen ityet, you don't know what you have been missing. Fury Road is one of myfavourite films in the world.",5
  An action masterpiece. 100% pure adrenal awesomeness.,5
